Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-1500931,Cell-Cell communication,3,165,0.010669943,0.968755667,0.968755667,5,93,0.006316647,9606,Homo sapiens,PTK2B;CDH9;CD2AP,,R-HSA-391152;R-HSA-451758;R-HSA-373727;R-HSA-419002;R-HSA-419001
R-HSA-380287,Centrosome maturation,1,83,0.005367305,0.969254112,0.969254112,6,6,4.08E-04,9606,Homo sapiens,CEP152,,R-HSA-380311;R-HSA-380455;R-HSA-380294;R-HSA-380272;R-HSA-380303;R-HSA-380283
R-HSA-8852135,Protein ubiquitination,1,83,0.005367305,0.969254112,0.969254112,2,32,0.00217347,9606,Homo sapiens,SHPRH,,R-HSA-8943003;R-HSA-8943007
R-HSA-5633008,TP53 Regulates Transcription of Cell Death Genes,1,83,0.005367305,0.969254112,0.969254112,2,68,0.004618624,9606,Homo sapiens,ATM,,R-HSA-6800490;R-HSA-6799097
R-HSA-917937,Iron uptake and transport,1,83,0.005367305,0.969254112,0.969254112,1,34,0.002309312,9606,Homo sapiens,SLC11A2,,R-HSA-435349
R-HSA-9612973,Autophagy,3,166,0.010734609,0.969732693,0.969732693,23,108,0.007335462,9606,Homo sapiens,PRKAA2;TOMM70A;ATM,,R-HSA-9674131;R-HSA-9664883;R-HSA-1632857;R-HSA-9664850;R-HSA-9664881;R-HSA-9664880;R-HSA-9664855;R-HSA-9613530;R-HSA-5675868;R-HSA-9664888;R-HSA-9664862;R-HSA-9613565;R-HSA-9664892;R-HSA-5679239;R-HSA-5205661;R-HSA-5679205;R-HSA-5665868;R-HSA-9613513;R-HSA-9674127;R-HSA-9664879;R-HSA-5672011;R-HSA-5672008;R-HSA-5673768
R-HSA-3858494,Beta-catenin independent WNT signaling,3,166,0.010734609,0.969732693,0.969732693,3,51,0.003463968,9606,Homo sapiens,TCF7L1;REG;PSME2,,R-HSA-4608855;R-HSA-8944362;R-HSA-4411365
R-HSA-5621481,C-type lectin receptors (CLRs),4,203,0.013127263,0.970504015,0.970504015,3,68,0.004618624,9606,Homo sapiens,REG;MUC19;PSME2;MUC5B,,R-HSA-8858500;R-HSA-5607731;R-HSA-5607724
R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",3,167,0.010799276,0.970680798,0.970680798,4,63,0.004279019,9606,Homo sapiens,ST6GAL1;GLB1;ST8SIA3,,R-HSA-4085033;R-HSA-4084999;R-HSA-9638120;R-HSA-4084978
R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),1,85,0.005496637,0.971735092,0.971735092,4,17,0.001154656,9606,Homo sapiens,CDC27,,R-HSA-6782227;R-HSA-6782211;R-HSA-6782208;R-HSA-6782224
R-HSA-2980736,Peptide hormone metabolism,2,130,0.008406622,0.972472048,0.972472048,2,65,0.004414861,9606,Homo sapiens,POMC;BCHE,,R-HSA-265301;R-HSA-9023617
R-HSA-72766,Translation,8,339,0.021921883,0.972671075,0.972671075,48,99,0.006724173,9606,Homo sapiens,EIF4A2;MRPL20;DARS;MRPS15;MRPL1;WARS;EIF4G2;RPL7,,R-HSA-5389842;R-HSA-5419281;R-HSA-379974;R-HSA-1799326;R-HSA-5368279;R-HSA-72647;R-HSA-156808;R-HSA-5389848;R-HSA-5389849;R-HSA-379982;R-HSA-379977;R-HSA-379861;R-HSA-5419264;R-HSA-156823;R-HSA-5419271;R-HSA-156826;R-HSA-157849;R-HSA-5419273;R-HSA-379865;R-HSA-379993;R-HSA-5419279;R-HSA-5389839;R-HSA-72671;R-HSA-379867;R-HSA-5419277;R-HSA-379994;R-HSA-72673;R-HSA-72672;R-HSA-141671;R-HSA-156907;R-HSA-72619;R-HSA-141673;R-HSA-72621;R-HSA-380008;R-HSA-5419261;R-HSA-379893;R-HSA-156915;R-HSA-156912;R-HSA-5389857;R-HSA-72631;R-HSA-72697;R-HSA-1799330;R-HSA-156923;R-HSA-141691;R-HSA-72635;R-HSA-1799329;R-HSA-1799335;R-HSA-1799332
R-HSA-383280,Nuclear Receptor transcription pathway,1,86,0.005561304,0.972899578,0.972899578,2,2,1.36E-04,9606,Homo sapiens,RARB,,R-HSA-382096;R-HSA-376419
R-HSA-388841,Costimulation by the CD28 family,1,87,0.00562597,0.974016159,0.974016159,13,35,0.002377233,9606,Homo sapiens,CD80,,R-HSA-389381;R-HSA-389348;R-HSA-389158;R-HSA-389350;R-HSA-388833;R-HSA-388832;R-HSA-388814;R-HSA-388809;R-HSA-389352;R-HSA-388811;R-HSA-389354;R-HSA-388829;R-HSA-388831
R-HSA-2995410,Nuclear Envelope (NE) Reassembly,1,88,0.005690636,0.975086803,0.975086803,3,24,0.001630103,9606,Homo sapiens,NUP214,,R-HSA-9634219;R-HSA-9618378;R-HSA-9634169
R-HSA-6806667,Metabolism of fat-soluble vitamins,1,89,0.005755303,0.976113398,0.976113398,9,34,0.002309312,9606,Homo sapiens,APOB,,R-HSA-2395764;R-HSA-2187332;R-HSA-2404131;R-HSA-2404140;R-HSA-2424254;R-HSA-2395768;R-HSA-2395784;R-HSA-2423785;R-HSA-2429643
R-HSA-9018677,Biosynthesis of DHA-derived SPMs,1,89,0.005755303,0.976113398,0.976113398,1,58,0.003939415,9606,Homo sapiens,CYP2C9,,R-HSA-9027043
R-HSA-2500257,Resolution of Sister Chromatid Cohesion,2,134,0.008665287,0.976137262,0.976137262,8,8,5.43E-04,9606,Homo sapiens,CENPE;SMC3,,R-HSA-2468293;R-HSA-2466068;R-HSA-2484822;R-HSA-2545253;R-HSA-2467794;R-HSA-1638803;R-HSA-2468287;R-HSA-1638821
R-HSA-453279,Mitotic G1 phase and G1/S transition,3,174,0.01125194,0.976571569,0.976571569,2,101,0.006860015,9606,Homo sapiens,REG;PSME2;JAK2,,R-HSA-187574;R-HSA-8942607
R-HSA-2871837,FCERI mediated NF-kB activation,3,175,0.011316606,0.977315129,0.977315129,2,19,0.001290498,9606,Homo sapiens,IGHV3-3;REG;PSME2,,R-HSA-5607724;R-HSA-2730882
R-HSA-73857,RNA Polymerase II Transcription,57,1728,0.111743404,0.978511091,0.978511091,126,945,0.064185288,9606,Homo sapiens,HDAC4;MDC1;SMARCD1;PRKAA2;SATB2;NOP2;ZNF43;SLC2A3;TAF1L;ZC3H6;ZNF25;GLI3;NUAK1;CDC27;TNKS1BP1;ZNF621;JUNB;HIST1H3C;NKX3-2;HIST1H2AB;ZNF563;PRMT6;TFAP2B;ZNF18;TCF7L1;STAT1;FBXW7;NFYC;HIST1H2AJ;ZNF99;RPRD2;MLH1;POMC;ZNF70;TEP1;REG;ZNF416;RARB;PSME2;ATM;HIST1H4I;ZNF799;SGK1;ZNF510;ANAPC2,,R-HSA-8936584;R-HSA-8937097;R-HSA-9730967;R-HSA-9008015;R-HSA-349455;R-HSA-3790130;R-HSA-8951428;R-HSA-6800490;R-HSA-8937113;R-HSA-3234084;R-HSA-8937118;R-HSA-6810235;R-HSA-6806392;R-HSA-8936599;R-HSA-8936616;R-HSA-8869543;R-HSA-9613494;R-HSA-8936621;R-HSA-8936608;R-HSA-9613497;R-HSA-8985275;R-HSA-6814549;R-HSA-3222020;R-HSA-8864690;R-HSA-6814559;R-HSA-8936628;R-HSA-2187293;R-HSA-6814555;R-HSA-8864698;R-HSA-6814554;R-HSA-8869560;R-HSA-9615571;R-HSA-6797606;R-HSA-8864453;R-HSA-6798372;R-HSA-109637;R-HSA-8985293;R-HSA-109636;R-HSA-109639;R-HSA-109638;R-HSA-75850;R-HSA-6805035;R-HSA-9008326;R-HSA-75856;R-HSA-6804276;R-HSA-75861;R-HSA-8865491;R-HSA-8864466;R-HSA-75095;R-HSA-9022175;R-HSA-75862;R-HSA-6797616;R-HSA-75864;R-HSA-75866;R-HSA-9009362;R-HSA-75869;R-HSA-8865498;R-HSA-75873;R-HSA-8938217;R-HSA-6804741;R-HSA-9022186;R-HSA-376419;R-HSA-8865505;R-HSA-9008110;R-HSA-350058;R-HSA-8952062;R-HSA-6795290;R-HSA-9623059;R-HSA-6799332;R-HSA-8952069;R-HSA-5631941;R-HSA-8864278;R-HSA-8939801;R-HSA-382096;R-HSA-8936989;R-HSA-8936979;R-HSA-4411357;R-HSA-6799097;R-HSA-9622579;R-HSA-6795460;R-HSA-4411367;R-HSA-9022764;R-HSA-8936481;R-HSA-8936995;R-HSA-75949;R-HSA-8937016;R-HSA-9623072;R-HSA-8864307;R-HSA-8935740;R-HSA-9736992;R-HSA-5632993;R-HSA-8937022;R-HSA-6795473;R-HSA-6805470;R-HSA-8935730;R-HSA-6798044;R-HSA-8935731;R-HSA-9022770;R-HSA-6804955;R-HSA-8935732;R-HSA-9622572;R-HSA-6814885;R-HSA-8937037;R-HSA-3222006;R-HSA-975040;R-HSA-9007686;R-HSA-8864343;R-HSA-8952408;R-HSA-9008475;R-HSA-8937050;R-HSA-2321904;R-HSA-8864595;R-HSA-9008479;R-HSA-9008478;R-HSA-8957265;R-HSA-73946;R-HSA-9622604;R-HSA-9008215;R-HSA-6806413;R-HSA-8864361;R-HSA-6805399;R-HSA-9007999;R-HSA-6797712;R-HSA-380927;R-HSA-5632939;R-HSA-5693609
R-HSA-2132295,MHC class II antigen presentation,2,137,0.008859286,0.97857189,0.97857189,3,26,0.001765944,9606,Homo sapiens,CENPE;SEC24A,,R-HSA-2213248;R-HSA-2213243;R-HSA-2130731
R-HSA-69278,"Cell Cycle, Mitotic",16,595,0.038476461,0.978580895,0.978580895,92,352,0.023908171,9606,Homo sapiens,NUP214;CEP152;HIST1H2AJ;SMC3;CENPE;REG;CDC27;PSME2;HIST1H4I;NUPL2;JAK2;HIST1H3C;HIST1H2AB;ANAPC2,,R-HSA-375302;R-HSA-380294;R-HSA-8852354;R-HSA-69127;R-HSA-8942607;R-HSA-1638803;R-HSA-380303;R-HSA-174088;R-HSA-2294574;R-HSA-2990880;R-HSA-2990882;R-HSA-174227;R-HSA-380311;R-HSA-174224;R-HSA-69140;R-HSA-2545203;R-HSA-69015;R-HSA-2294580;R-HSA-69142;R-HSA-69016;R-HSA-380316;R-HSA-69144;R-HSA-2468287;R-HSA-8853405;R-HSA-174104;R-HSA-2473151;R-HSA-8854044;R-HSA-174105;R-HSA-174238;R-HSA-188191;R-HSA-2294590;R-HSA-69152;R-HSA-380455;R-HSA-174119;R-HSA-2172678;R-HSA-9686969;R-HSA-174120;R-HSA-174121;R-HSA-8853419;R-HSA-174255;R-HSA-8854071;R-HSA-75825;R-HSA-2466068;R-HSA-2470935;R-HSA-187574;R-HSA-2301205;R-HSA-174132;R-HSA-9634219;R-HSA-174139;R-HSA-1638821;R-HSA-2245218;R-HSA-174144;R-HSA-2288097;R-HSA-2545253;R-HSA-2467809;R-HSA-2467811;R-HSA-174157;R-HSA-179410;R-HSA-188371;R-HSA-3000319;R-HSA-69074;R-HSA-68948;R-HSA-9686980;R-HSA-9618378;R-HSA-380508;R-HSA-174171;R-HSA-2574845;R-HSA-3000310;R-HSA-179417;R-HSA-2574840;R-HSA-179421;R-HSA-2468293;R-HSA-9648114;R-HSA-2468039;R-HSA-2473152;R-HSA-174058;R-HSA-9634169;R-HSA-2294600;R-HSA-174057;R-HSA-2468041;R-HSA-141423;R-HSA-2468040;R-HSA-174195;R-HSA-2484822;R-HSA-174070;R-HSA-380272;R-HSA-2467794;R-HSA-174202;R-HSA-174203;R-HSA-174079;R-HSA-69116;R-HSA-380283
R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,1,92,0.005949302,0.978946612,0.978946612,4,12,8.15E-04,9606,Homo sapiens,CEP152,,R-HSA-3000319;R-HSA-2574845;R-HSA-3000310;R-HSA-2574840
R-HSA-5696399,Global Genome Nucleotide Excision Repair (GG-NER),1,92,0.005949302,0.978946612,0.978946612,4,20,0.001358419,9606,Homo sapiens,CDC27,,R-HSA-5690213;R-HSA-5690997;R-HSA-5690988;R-HSA-5691001
R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,1,94,0.006078634,0.980646428,0.980646428,4,4,2.72E-04,9606,Homo sapiens,CENPE,,R-HSA-141409;R-HSA-141431;R-HSA-141422;R-HSA-141439
R-HSA-141424,Amplification of signal from the kinetochores,1,94,0.006078634,0.980646428,0.980646428,4,4,2.72E-04,9606,Homo sapiens,CENPE,,R-HSA-141409;R-HSA-141431;R-HSA-141422;R-HSA-141439
R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,1,94,0.006078634,0.980646428,0.980646428,1,21,0.00142634,9606,Homo sapiens,DENND2D,,R-HSA-8876191
R-HSA-163841,"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation",1,95,0.006143301,0.981444233,0.981444233,1,50,0.003396047,9606,Homo sapiens,ARSF,,R-HSA-1614362
R-HSA-9664323,FCGR3A-mediated IL10 synthesis,2,141,0.009117951,0.981446829,0.981446829,10,20,0.001358419,9606,Homo sapiens,IGHV3-3;ADCY1,,R-HSA-9664275;R-HSA-9664273;R-HSA-9664278;R-HSA-9664261;R-HSA-111930;R-HSA-9664271;R-HSA-9664270;R-HSA-9664397;R-HSA-9664285;R-HSA-9664268
R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,4,219,0.014161924,0.981669758,0.981669758,8,48,0.003260205,9606,Homo sapiens,CENPE;GALNT1;SURF4;KIF21B,,R-HSA-8849350;R-HSA-8849348;R-HSA-6811427;R-HSA-6811426;R-HSA-6811423;R-HSA-6811418;R-HSA-6811417;R-HSA-8849353
R-HSA-15869,Metabolism of nucleotides,5,256,0.016554578,0.982337208,0.982337208,9,142,0.009644773,9606,Homo sapiens,AGXT2;CTPS1;AK7;XDH;AK8,,R-HSA-9727349;R-HSA-74258;R-HSA-74247;R-HSA-9727347;R-HSA-110137;R-HSA-909780;R-HSA-110138;R-HSA-909776;R-HSA-73647
R-HSA-195258,RHO GTPase Effectors,7,325,0.021016555,0.98270722,0.98270722,21,113,0.007675066,9606,Homo sapiens,NCKIPSD;CENPE;ROCK1;HIST1H2AJ;HIST1H4I;HIST1H3C;HIST1H2AB,,R-HSA-2197698;R-HSA-2029466;R-HSA-5666160;R-HSA-442592;R-HSA-5666129;R-HSA-9680443;R-HSA-419087;R-HSA-5625849;R-HSA-419083;R-HSA-5625848;R-HSA-5625784;R-HSA-5625883;R-HSA-5666169;R-HSA-419049;R-HSA-5625797;R-HSA-5625796;R-HSA-2197691;R-HSA-2197690;R-HSA-419197;R-HSA-5625870;R-HSA-5625774
R-HSA-597592,Post-translational protein modification,53,1639,0.105988101,0.982750867,0.982750867,104,549,0.037288596,9606,Homo sapiens,MDC1;GALNT13;PSCA;SMC3;ADAMTS5;NUB1;HERC2;PPP6R1;ADAMTSL3;UBXN7;LARGE2;HIST1H2AB;CHST8;NUP214;SHPRH;ST6GAL1;FBXW7;HIST1H2AJ;RNF168;VGF;TEP1;CEACAM5;PSME2;HDAC4;SPTBN5;SATB2;USP11;NOD1;ADAMTS16;ADAMTS15;UBD;ARSF;APOB;LY6G6D;APOL1;TFAP2B;SEC24A;GALNT1;MUC19;ST8SIA3;MUC5B;AGBL4;TTLL6;REG;GLB1;TOMM70A;ALB;FOLR4;HIST1H4I;CNTN4;NUPL2,,R-HSA-8956040;R-HSA-688136;R-HSA-1614362;R-HSA-913675;R-HSA-5689950;R-HSA-975902;R-HSA-8955289;R-HSA-8943003;R-HSA-3234084;R-HSA-4085033;R-HSA-8943007;R-HSA-5665871;R-HSA-9758088;R-HSA-9758090;R-HSA-6807877;R-HSA-6807875;R-HSA-4570485;R-HSA-3000348;R-HSA-9755303;R-HSA-981814;R-HSA-4570493;R-HSA-4084999;R-HSA-9755304;R-HSA-9755306;R-HSA-5696872;R-HSA-981809;R-HSA-5694487;R-HSA-8956106;R-HSA-5173005;R-HSA-5691411;R-HSA-8956099;R-HSA-914012;R-HSA-914008;R-HSA-914010;R-HSA-914005;R-HSA-914006;R-HSA-3108212;R-HSA-8873946;R-HSA-3000399;R-HSA-8956140;R-HSA-5665854;R-HSA-8952289;R-HSA-4551724;R-HSA-5694527;R-HSA-8865774;R-HSA-914017;R-HSA-5694522;R-HSA-914018;R-HSA-4615987;R-HSA-3000411;R-HSA-4720446;R-HSA-4720432;R-HSA-9638120;R-HSA-5690157;R-HSA-5694421;R-HSA-5694418;R-HSA-5173192;R-HSA-4615872;R-HSA-5694417;R-HSA-8932355;R-HSA-8956184;R-HSA-5228508;R-HSA-6786034;R-HSA-5689539;R-HSA-5694415;R-HSA-4615900;R-HSA-5694409;R-HSA-8956200;R-HSA-977071;R-HSA-8952618;R-HSA-5617143;R-HSA-5228525;R-HSA-5691381;R-HSA-8952620;R-HSA-5228523;R-HSA-4551649;R-HSA-5617138;R-HSA-4551661;R-HSA-6781897;R-HSA-5694439;R-HSA-5690080;R-HSA-4551679;R-HSA-1022133;R-HSA-6786012;R-HSA-4655355;R-HSA-8866105;R-HSA-5694441;R-HSA-1964505;R-HSA-4570496;R-HSA-203973;R-HSA-1964501;R-HSA-6809006;R-HSA-4084978;R-HSA-6809003;R-HSA-6809011;R-HSA-6809010;R-HSA-8955241;R-HSA-9755507;R-HSA-204008;R-HSA-8940388;R-HSA-5690790;R-HSA-981497;R-HSA-4570553;R-HSA-4570554
R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,1,97,0.006272633,0.982942675,0.982942675,2,2,1.36E-04,9606,Homo sapiens,CEP152,,R-HSA-380316;R-HSA-380508
R-HSA-156902,Peptide chain elongation,1,97,0.006272633,0.982942675,0.982942675,4,5,3.40E-04,9606,Homo sapiens,RPL7,,R-HSA-156915;R-HSA-156912;R-HSA-156923;R-HSA-156907
R-HSA-420499,Class C/3 (Metabotropic glutamate/pheromone receptors),1,97,0.006272633,0.982942675,0.982942675,1,8,5.43E-04,9606,Homo sapiens,GABBR2,,R-HSA-420688
R-HSA-8956319,Nucleotide catabolism,2,144,0.00931195,0.983353883,0.983353883,6,63,0.004279019,9606,Homo sapiens,AGXT2;XDH,,R-HSA-9727349;R-HSA-74258;R-HSA-74247;R-HSA-9727347;R-HSA-909780;R-HSA-909776
R-HSA-382551,Transport of small molecules,30,1013,0.065506984,0.983574995,0.983574995,58,460,0.031243632,9606,Homo sapiens,SLC24A4;ABCB6;WNK4;SLC4A1;SLC2A3;SLC4A2;ADCY1;SLC6A20;LMF1;ANKH;APOB;SLC18A2;SLC12A2;SLC12A3;SLC32A1;SLC2A13;SLC11A2;ANO6;ATP2B1;ANO4;ANO5;TPCN1;REG;SLCO4C1;ALB;PSME2;SLC22A8;SLC26A4;SGK1,,R-HSA-8933258;R-HSA-418309;R-HSA-8866308;R-HSA-8865667;R-HSA-444160;R-HSA-171141;R-HSA-8866304;R-HSA-174731;R-HSA-425482;R-HSA-8854408;R-HSA-8866327;R-HSA-174739;R-HSA-435349;R-HSA-426130;R-HSA-8866321;R-HSA-174741;R-HSA-561041;R-HSA-164377;R-HSA-5226964;R-HSA-9725706;R-HSA-8866329;R-HSA-1247665;R-HSA-174624;R-HSA-163617;R-HSA-8933292;R-HSA-174757;R-HSA-429101;R-HSA-352052;R-HSA-171059;R-HSA-8981564;R-HSA-8981553;R-HSA-8854462;R-HSA-1237038;R-HSA-174786;R-HSA-174657;R-HSA-2682349;R-HSA-174660;R-HSA-425678;R-HSA-8876366;R-HSA-2684901;R-HSA-5627802;R-HSA-428625;R-HSA-174808;R-HSA-426086;R-HSA-171106;R-HSA-174690;R-HSA-264679;R-HSA-879594;R-HSA-2685505;R-HSA-266350;R-HSA-176879;R-HSA-171122;R-HSA-174706;R-HSA-174587;R-HSA-6785181;R-HSA-6785178;R-HSA-1369065;R-HSA-8866553
R-HSA-373080,Class B/2 (Secretin family receptors),1,99,0.006401966,0.984320285,0.984320285,1,24,0.001630103,9606,Homo sapiens,CRHBP,,R-HSA-8937613
R-HSA-421270,Cell-cell junction organization,1,99,0.006401966,0.984320285,0.984320285,2,54,0.003667731,9606,Homo sapiens,CDH9,,R-HSA-419002;R-HSA-419001
R-HSA-9717189,Sensory perception of taste,2,147,0.009505949,0.985070049,0.985070049,2,25,0.001698024,9606,Homo sapiens,OTOP1;SCN1A,,R-HSA-9717396;R-HSA-9729542
R-HSA-211945,Phase I - Functionalization of compounds,6,297,0.019205898,0.98516281,0.98516281,18,102,0.006927936,9606,Homo sapiens,POMC;CYP2C9;ACSS2;CYP51A1;CYP2C19;CYP2C18,,R-HSA-76416;R-HSA-76354;R-HSA-211910;R-HSA-212005;R-HSA-212004;R-HSA-76456;R-HSA-211881;R-HSA-76397;R-HSA-143468;R-HSA-193997;R-HSA-76434;R-HSA-194678;R-HSA-211991;R-HSA-71735;R-HSA-211988;R-HSA-76475;R-HSA-211929;R-HSA-211966
R-HSA-195721,Signaling by WNT,7,331,0.021404553,0.985187325,0.985187325,29,157,0.010663588,9606,Homo sapiens,TCF7L1;REG;HIST1H2AJ;PSME2;HIST1H4I;HIST1H3C;HIST1H2AB,,R-HSA-3299569;R-HSA-3322422;R-HSA-3364026;R-HSA-4641231;R-HSA-3322427;R-HSA-2130282;R-HSA-3322424;R-HSA-4608855;R-HSA-4411351;R-HSA-8944349;R-HSA-1504193;R-HSA-3640874;R-HSA-3364014;R-HSA-5665608;R-HSA-4411357;R-HSA-8944362;R-HSA-3361751;R-HSA-4411367;R-HSA-3451153;R-HSA-4411365;R-HSA-8944352;R-HSA-4641260;R-HSA-5229348;R-HSA-4641256;R-HSA-4411372;R-HSA-5334050;R-HSA-201712;R-HSA-3364042;R-HSA-3451147
R-HSA-983705,Signaling by the B Cell Receptor (BCR),3,189,0.012221935,0.985632047,0.985632047,15,45,0.003056442,9606,Homo sapiens,IGHV3-3;REG;PSME2,,R-HSA-9606162;R-HSA-9606163;R-HSA-5690740;R-HSA-1112666;R-HSA-9691421;R-HSA-1168640;R-HSA-983709;R-HSA-983707;R-HSA-9606151;R-HSA-983703;R-HSA-5690702;R-HSA-983700;R-HSA-5690701;R-HSA-9606159;R-HSA-983696
R-HSA-156842,Eukaryotic Translation Elongation,1,102,0.006595965,0.986181208,0.986181208,4,9,6.11E-04,9606,Homo sapiens,RPL7,,R-HSA-156915;R-HSA-156912;R-HSA-156923;R-HSA-156907
R-HSA-69206,G1/S Transition,2,150,0.009699948,0.986613739,0.986613739,1,61,0.004143177,9606,Homo sapiens,REG;PSME2,,R-HSA-187574
R-HSA-2029481,FCGR activation,1,103,0.006660631,0.986751145,0.986751145,6,6,4.08E-04,9606,Homo sapiens,IGHV3-3,,R-HSA-2029455;R-HSA-2029452;R-HSA-2029449;R-HSA-1861621;R-HSA-2029459;R-HSA-2029457
R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,1,103,0.006660631,0.986751145,0.986751145,11,26,0.001765944,9606,Homo sapiens,IGHV3-3,,R-HSA-9606162;R-HSA-9606163;R-HSA-983709;R-HSA-983707;R-HSA-9606151;R-HSA-983703;R-HSA-1112666;R-HSA-983700;R-HSA-9606159;R-HSA-9691421;R-HSA-983696
R-HSA-9658195,Leishmania infection,6,302,0.019529229,0.98705493,0.98705493,29,95,0.006452489,9606,Homo sapiens,NCKIPSD;IGHV3-3;CD163;ADCY1;DOCK1,,R-HSA-9664275;R-HSA-9664273;R-HSA-2029466;R-HSA-392129;R-HSA-9664278;R-HSA-9664406;R-HSA-9666458;R-HSA-9664285;R-HSA-9666435;R-HSA-9663426;R-HSA-9666433;R-HSA-9664261;R-HSA-2197691;R-HSA-2197690;R-HSA-9664271;R-HSA-9664270;R-HSA-9664397;R-HSA-9664268;R-HSA-2197698;R-HSA-163617;R-HSA-442592;R-HSA-9662837;R-HSA-9665525;R-HSA-9666426;R-HSA-9666425;R-HSA-9666430;R-HSA-9662781;R-HSA-9666428;R-HSA-111930
R-HSA-9824443,Parasitic Infection Pathways,6,302,0.019529229,0.98705493,0.98705493,29,95,0.006452489,9606,Homo sapiens,NCKIPSD;IGHV3-3;CD163;ADCY1;DOCK1,,R-HSA-9664275;R-HSA-9664273;R-HSA-2029466;R-HSA-392129;R-HSA-9664278;R-HSA-9664406;R-HSA-9666458;R-HSA-9664285;R-HSA-9666435;R-HSA-9663426;R-HSA-9666433;R-HSA-9664261;R-HSA-2197691;R-HSA-2197690;R-HSA-9664271;R-HSA-9664270;R-HSA-9664397;R-HSA-9664268;R-HSA-2197698;R-HSA-163617;R-HSA-442592;R-HSA-9662837;R-HSA-9665525;R-HSA-9666426;R-HSA-9666425;R-HSA-9666430;R-HSA-9662781;R-HSA-9666428;R-HSA-111930
R-HSA-5653656,Vesicle-mediated transport,23,828,0.053543714,0.987159833,0.987159833,73,252,0.017116077,9606,Homo sapiens,IGHV3-3;DENND2D;SPTBN5;CD163;SEC24A;PRKAA2;GALNT1;SURF4;AP4E1;AP3B1;SYT8;TBC1D1;CENPE;HSPH1;SYNJ1;PPP6R1;COL4A1;ALB;KIF21B;CD36;APOB;APOL1;KIAA0319,,R-HSA-8868230;R-HSA-1445143;R-HSA-5694421;R-HSA-5229132;R-HSA-5694418;R-HSA-2512800;R-HSA-5694417;R-HSA-8868236;R-HSA-2168883;R-HSA-2168887;R-HSA-8876191;R-HSA-2168889;R-HSA-5694415;R-HSA-8871194;R-HSA-2981040;R-HSA-8871193;R-HSA-5694409;R-HSA-2187264;R-HSA-6807877;R-HSA-6807875;R-HSA-8867756;R-HSA-2197770;R-HSA-8868651;R-HSA-2197645;R-HSA-8867754;R-HSA-8868648;R-HSA-2197646;R-HSA-5694439;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-2230938;R-HSA-8869438;R-HSA-5694441;R-HSA-8849350;R-HSA-421831;R-HSA-8849348;R-HSA-6811427;R-HSA-6811426;R-HSA-203973;R-HSA-6809006;R-HSA-421836;R-HSA-6809003;R-HSA-421835;R-HSA-8849353;R-HSA-421833;R-HSA-6809011;R-HSA-6809010;R-HSA-2187261;R-HSA-2203516;R-HSA-8868071;R-HSA-8863463;R-HSA-3221843;R-HSA-8866277;R-HSA-2507854;R-HSA-8863471;R-HSA-5694527;R-HSA-204008;R-HSA-5694522;R-HSA-8868072;R-HSA-2173778;R-HSA-2247511;R-HSA-2203479;R-HSA-1454689;R-HSA-6811423;R-HSA-2247514;R-HSA-5229111;R-HSA-2247512;R-HSA-2247513;R-HSA-6811418;R-HSA-1454699;R-HSA-6811417
R-HSA-9837999,Mitochondrial protein degradation,1,104,0.006725297,0.987297611,0.987297611,2,20,0.001358419,9606,Homo sapiens,TIMM17A,,R-HSA-9839146;R-HSA-9839064
R-HSA-1852241,Organelle biogenesis and maintenance,7,337,0.02179255,0.987332761,0.987332761,17,86,0.005841201,9606,Homo sapiens,ACSS2;PRKAA2;CEP152;ALB;MARK4;ATP5F1;PPRC1,,R-HSA-5626228;R-HSA-1592249;R-HSA-1592250;R-HSA-8949580;R-HSA-1592252;R-HSA-5626227;R-HSA-5626681;R-HSA-1592244;R-HSA-5617816;R-HSA-1592246;R-HSA-5638009;R-HSA-1592232;R-HSA-5688289;R-HSA-5626220;R-HSA-5626223;R-HSA-2466367;R-HSA-5626699
